cell_som_cluster,CD3,CD4,CD8a,CD11b,CD14,CD16,CD20,CD44,CD45,CD45RO,CD68,CD107a,CD163,CD366,Pan-keratin,FOXP3,E-Cadherin,HLA-DR-DQ-DP,Beta-Catenin,B7-H4,Granzyme-B,Alpha-SMA,Vimentin,CD31,cell_meta_cluster,cell_meta_cluster_rename
61,0.2670021759183283,0.3222577861919258,0.2915236664169619,0.3513895983260263,0.2460819388409721,0.1502141473395645,0.167484538830096,0.1940263145379687,0.2345268014904141,0.3004056581184474,0.1790250196125914,0.2119755601991139,0.1156771792910611,0.2886590583348259,0.3133787030102241,0.3173202001243282,0.437400815216017,0.3390045157330552,0.3755684167048083,0.403920438926757,0.2767696880624259,0.0740162282641389,0.1323917155831036,0.2060681756434912,6,Antigen presenting cell
62,0.2768875147138987,0.3277226674124391,0.2947271328276995,0.3441173593651093,0.2521203004642023,0.170964853793134,0.1691407163376,0.1963740490017615,0.2564881716793059,0.3352780635627437,0.1961785967418045,0.2030314084715363,0.1393109674387302,0.2885400409311473,0.2836802012096344,0.31064425930169,0.3881665224513097,0.277799283159838,0.3473962534027814,0.3737398053358123,0.2817912872435079,0.088403411381886,0.151788667361777,0.2189851111884908,6,Antigen presenting cell
63,0.2991635364484602,0.3482432104916902,0.3259439212445406,0.3759569932901526,0.2663417262487154,0.159919313915947,0.170907007995844,0.1996981659356594,0.2607866842170152,0.2411055181412188,0.1810683331591269,0.2088799405507924,0.1308697960894494,0.305789340860057,0.2888091168830813,0.3057312210182211,0.4173545580029346,0.2282166767757788,0.3755560058436792,0.4098060374265925,0.2876253193106753,0.0707788118099466,0.13154123054496,0.2005319066304502,6,Antigen presenting cell
64,0.281676736064158,0.3455953140760978,0.2834406285932813,0.36835969873674,0.2765464555837564,0.1945416342312217,0.1580376787449671,0.2098247017555436,0.2743350840815581,0.2182413327558043,0.2137951143543286,0.2141823067664313,0.1629013050241489,0.3145409031124658,0.2522843047108055,0.3020898371000829,0.3377024642757991,0.2463079946879845,0.3463033032293651,0.3806065768451999,0.2873283497258712,0.1045724580212218,0.1800300613196353,0.2162537231085309,6,Antigen presenting cell
65,0.3302431139509477,0.3714917906062309,0.2464695159604783,0.4053543393339133,0.2971943996056768,0.2378076941000694,0.1622481986718129,0.1852439387279437,0.2553919441812815,0.1919705278350823,0.2038899043126052,0.1693496835681611,0.1910365535891112,0.319363528817266,0.2154440945015245,0.5295436920752836,0.2313246764528086,0.1353124036302957,0.3320907997315891,0.3488734132825485,0.2481505033659626,0.0995240739969557,0.1520594280675571,0.2160544217975311,1,B cell
66,0.3983150568692967,0.4718133483740739,0.3159901223651464,0.3562758176961734,0.3438779835350796,0.2564691576769367,0.2113184172027881,0.2042206894166986,0.3208158328397342,0.2156357097289218,0.2413896269826611,0.1801854805676953,0.308182969640184,0.306079077624774,0.1548545226751186,0.2924696988869003,0.1596675411691582,0.1401084123984342,0.2653967108342405,0.2961010503319297,0.2175434892758838,0.1004963293184014,0.1476032969722539,0.2152499516698774,1,B cell
67,0.2357755323884256,0.2732206753723545,0.2066425373856933,0.3141344426202021,0.2771688111124651,0.1792999431767054,0.1828849673806907,0.2607446306652957,0.2273980251639026,0.1643914403583795,0.1888481399099059,0.283371427194394,0.1795622487947301,0.4115928904142692,0.1308689230012663,0.2211012943021161,0.1210905418660634,0.1024861392718325,0.3377456324073911,0.2515237743096531,0.2977350948445329,0.5508795227351406,0.3113163536987872,0.2770807128490718,2,Fibroblast
68,0.2411624626897359,0.3165144974864712,0.227673912219363,0.3519858955635281,0.2925063934266104,0.2140481656711197,0.1540429643424511,0.2167263538938467,0.2699776133654308,0.1990424833831935,0.2425075498348322,0.2364615578567498,0.1963114622988323,0.3762248637348702,0.1415708469824758,0.244803536771947,0.1396553777597589,0.1578128725105784,0.2940613607094288,0.2941928263674258,0.3563775951861898,0.3266158264575823,0.3208313121118187,0.2823065863382682,2,Fibroblast
69,0.2351180593805796,0.3036142509335099,0.2357765749020105,0.33798628631314,0.2867379686114978,0.2008697033100743,0.1485575558169393,0.1913468147208719,0.2574529475453271,0.2086563329621006,0.2330697504310324,0.2250080579004764,0.1854080842071558,0.3491237267663248,0.1386622370649473,0.2403359003112391,0.1325851686569573,0.1419440082345179,0.2940584894899665,0.2989298043815116,0.3905863814137947,0.3171740083769884,0.3448832037038247,0.3863337502667699,2,Fibroblast
70,0.2349178432702644,0.3226267283543686,0.2317731550045397,0.3353220169182757,0.2932062408739709,0.2307916945997266,0.146857703937972,0.2084913240055734,0.281836734172551,0.2236844977078031,0.2936336933335094,0.2318235509719124,0.2180998821853179,0.3326766705998982,0.1400834988875472,0.2324807707153383,0.1371398744071807,0.19872442797921,0.2689548840786985,0.3008691607092948,0.3659461231119041,0.2346857849319361,0.3229147233495181,0.337898256913602,2,Fibroblast
71,0.2783245354649196,0.3800893742394253,0.2615072123224953,0.3537211808461622,0.314813978917789,0.265723796082923,0.1556515979050994,0.2375872393402377,0.3576304253420477,0.2524097426904679,0.2823830385243109,0.2061996156757617,0.2305578415616375,0.3189786202688248,0.1523120420688999,0.2536678634358709,0.1702309442525351,0.2489261384352459,0.2494849628567862,0.3079750439497351,0.288208169300877,0.1095834153187131,0.2288836008232971,0.2650673076026607,9,Endothelial cell
72,0.2837411834522172,0.38092999151814,0.2706521685990692,0.3425073484541451,0.3270905286672321,0.2903041608676316,0.1637901786733648,0.2292949494910205,0.3460017878696086,0.2593948720215709,0.2761786706638944,0.2045385080170236,0.2652980753048173,0.3017780243580413,0.1829727746792784,0.2477099451512546,0.2254549518186908,0.2337505929565915,0.2615533758839964,0.3035933583848386,0.2447888062699719,0.1222240332557963,0.1809645929397167,0.2302400727016967,6,Antigen presenting cell
73,0.2483672136964084,0.3937867222257087,0.2252009789171305,0.3384742349949691,0.3595574055662782,0.3392880675520279,0.1550406779857231,0.2369871340236878,0.3607366840294171,0.243421446859341,0.3412128419508703,0.225297732643122,0.3093195872373897,0.3079885558204442,0.1416490903842503,0.2319077468856797,0.1436267742623251,0.3172602872594584,0.2260937861478272,0.2786368902224629,0.2302121770873389,0.1010051566611163,0.1975246602739223,0.2364699972400126,8,Macrophage
74,0.2325882772778326,0.4136615172174784,0.2129048716152777,0.3258375258512285,0.3729751693470921,0.3697523695170007,0.1498053007921276,0.2410326912513983,0.3876785437119038,0.2547157250775428,0.3878835496246425,0.2336022501920837,0.339818245512664,0.2979959563118466,0.1181400605890394,0.2136015948126713,0.114434541702373,0.3817835489609219,0.1934222463326308,0.2609759820386925,0.2056558490886737,0.0862013240184839,0.1888352932243586,0.2359798792811645,8,Macrophage
75,0.2239045613668557,0.4014028049996264,0.2135961299230559,0.3228915342645774,0.3631354820199209,0.3592770401282762,0.1497118620027085,0.2340355671428642,0.3691798679683434,0.2413577831806499,0.4147246703977046,0.2454609724469091,0.3442175053204114,0.2974783493005436,0.1191888374912734,0.2099439838933361,0.1189489124763921,0.380302472385262,0.1974957741019948,0.2676190902633982,0.2221977042192594,0.0931787055773673,0.2042612237311929,0.2308444185980536,8,Macrophage
76,0.2231929700497209,0.3938786050711874,0.2164098045381161,0.3218894736936914,0.3544516038881977,0.3494935951212329,0.1493572461598117,0.2327949262034758,0.3583574205866651,0.2363589275092964,0.4268023699818889,0.2505640283936121,0.3425689353326895,0.2984882272892059,0.1191795428160046,0.208005714028308,0.1193662473506933,0.3693800168433325,0.1996575531328684,0.273011654084447,0.2377255388275723,0.0979980471887106,0.2181077027216259,0.2275879564047125,8,Macrophage
77,0.2137065029063988,0.3872149368681675,0.2141658039059545,0.3170753325818795,0.3483660159064069,0.3465703263190521,0.1482245594098264,0.2296034938966823,0.3471299941560524,0.2278240112003049,0.4586144692284918,0.2619676038278588,0.3525499114530875,0.2963676353779295,0.1157698749803244,0.2008193492353824,0.1165839136557115,0.376817104252834,0.1963290520771101,0.2758806134722256,0.2485964191271204,0.0999413266156524,0.2310537290187234,0.2214429063934434,8,Macrophage
78,0.2722631109990462,0.3695386623985041,0.2707939142674156,0.3518609392708594,0.2981670046391267,0.2489963813739311,0.153051383921093,0.2344929796559796,0.3474090919797615,0.2407534923103521,0.3351631873243124,0.221375548523026,0.2364219498362109,0.3181475370334691,0.13367378411602,0.2421695462945648,0.1466515579720216,0.2400656495587718,0.2375218089473977,0.3181347485336535,0.3265644212376562,0.1097452158659836,0.2633414468757284,0.2658442966394266,9,Endothelial cell
79,0.2396189001751442,0.3489838606428309,0.2290786903059421,0.3419683550534652,0.3121613706627269,0.2713324332595944,0.146648329647705,0.2382416780119843,0.310273001220172,0.2217228517595424,0.362465657208337,0.2414929627790479,0.2635582973087921,0.3303599992590627,0.1451177435587248,0.2214387592981466,0.1415168032769521,0.2438495327849798,0.2401792404896939,0.3065740025269433,0.3422612923031213,0.1373695572685999,0.3055396240363279,0.2359146001510731,17,NK/CD8
80,0.2406337447930276,0.3564309773064154,0.2432673178053015,0.3297536298921726,0.316922831587718,0.2799820981273435,0.1526776872531964,0.2251821502076772,0.3172187529534213,0.2270537027396924,0.3596902030501225,0.2415114196710983,0.2808349167666059,0.3224408997123607,0.1297901731538909,0.216474648647987,0.1329187881063112,0.2559705563913936,0.2351895526804113,0.2910236429683323,0.3095462635879197,0.1871657547393747,0.2747519330328618,0.2492368528640669,2,Fibroblast
81,0.2727061229068847,0.3120848045196986,0.2936206991598938,0.3325494954384964,0.2376303993111403,0.1561195389178507,0.1761141344311141,0.1818360511593126,0.2346626195439762,0.4156137475575533,0.1808938146275873,0.1932666043310353,0.1236297508651063,0.2740241453039907,0.3007867839671497,0.3324300880957103,0.4027144507742758,0.2781540353868596,0.3482959105403111,0.3712129982250834,0.2846392263154009,0.0864767003921214,0.1393684972568579,0.2290695114199104,6,Antigen presenting cell
82,0.270903985201039,0.3197267637147881,0.2873812100391538,0.3452917236972128,0.2480455680929467,0.1647416215361768,0.1885707154887909,0.1940818960598447,0.2416820099488146,0.2887836063089322,0.1807038287358417,0.2041973334746254,0.1299595017091234,0.286776602945185,0.3246793160869854,0.335492701888783,0.4136464807698828,0.275616789590178,0.3608023275541352,0.3816651519306279,0.2724159626443839,0.0824661413128917,0.1398890748516613,0.214070991179699,6,Antigen presenting cell
83,0.2696798235107641,0.3257798202441341,0.2804892323234807,0.3541314226190173,0.256950675092825,0.1747144830562252,0.1972496183762652,0.1993512925460648,0.2439714089698025,0.2126466067473061,0.18089056538645,0.2091377725047025,0.138200662361134,0.2944555066121333,0.3409699862527642,0.34208900323829,0.4182862629016452,0.2592748293585259,0.3688497673972815,0.3891967744785204,0.2639321229592585,0.0813644464657483,0.1398314700556065,0.2053195909322343,6,Antigen presenting cell
84,0.2895826862995013,0.3266810586140798,0.2363550011785204,0.3564962840815574,0.3231619345591605,0.2679255153659457,0.3281045425577736,0.1860743338276688,0.3702419840687286,0.1591328688802732,0.216432607694047,0.2463744783771956,0.274314346785043,0.3197047416654234,0.2329025648584022,0.2207981892005015,0.1206880335283077,0.0982709009814264,0.2814816814853835,0.2455148873311265,0.2318140562626023,0.0882337081466683,0.1405665704653736,0.1749941550923153,1,B cell
85,0.2112372831910086,0.351711064850091,0.1973366032681132,0.3246146220829881,0.5299766696018767,0.4790607891309683,0.1813223178417142,0.2184135378294022,0.3315813635104752,0.1779542591165176,0.3000890159483924,0.2129466883866851,0.5108514103938937,0.2853171613602659,0.1869772076411127,0.2085995234853579,0.1049714837338918,0.2026340768087521,0.2284126910220049,0.2423542874682768,0.193183555765187,0.0826861953242994,0.1553671946106908,0.1900036642074904,1,B cell
86,0.2704309050565468,0.3663638975319779,0.211242297860944,0.3928026540945284,0.3548983778821642,0.3148867475530029,0.1352324958521782,0.201599656303564,0.2712105586500218,0.1852649840488114,0.2559206936428007,0.2015042827543391,0.2562801046920209,0.3428024922719099,0.187597855400181,0.3683868850827682,0.1860062102575533,0.1806325469805992,0.3225215515003435,0.333384848249676,0.2663132813710677,0.1064948038784691,0.1992861854502654,0.2246932063039105,1,B cell
87,0.2532294562704007,0.3049178758685375,0.2249213775550572,0.3307590695245941,0.2868435799725451,0.2033011104679165,0.1737353183337174,0.244157102939139,0.2584074889277146,0.1915387452164407,0.2136533304240675,0.2536153841130819,0.1952114539606425,0.3850327416821058,0.1501360586449402,0.2368798093255685,0.1503917336565197,0.1313647022673671,0.3201728409972248,0.2766498012359385,0.3083620093678363,0.3864679160284721,0.2899558156199832,0.264630072853084,2,Fibroblast
88,0.2313927018543317,0.2797623924619888,0.2177926224404463,0.325904335950115,0.2689410800404883,0.1751687318520355,0.1585097697134348,0.2111001011610345,0.2323831300898115,0.1944781804674374,0.2093764214484191,0.2458304475735354,0.1648801557962819,0.3676303754739673,0.1398827283644197,0.2358023530051336,0.1315655732732998,0.1169887224649794,0.3197884318564055,0.2864003378734815,0.378043556298642,0.4093821452978632,0.3513437891021666,0.3833947779621791,2,Fibroblast
89,0.2299212695580085,0.2920981172196916,0.2163663867898075,0.3529691921070103,0.2761123644850818,0.1847224306988311,0.1350298220265538,0.1987312633108972,0.2423070980498076,0.1997921591020524,0.2387935377409295,0.2252723635470942,0.1583176326731527,0.355689039348793,0.1580987871403565,0.2483227633868829,0.1464122458720859,0.1284877595784345,0.3054452627335868,0.3246166928362703,0.4419034019853937,0.2595796874602022,0.3917569867989059,0.3823083382005747,2,Fibroblast
90,0.253252271479554,0.3110299719235332,0.2466449537035923,0.3548074485125584,0.2697194535893418,0.1789984941982801,0.1468854401877487,0.2002663377797337,0.2740884943332843,0.2162775849316561,0.2300557399546977,0.2123226137818651,0.1545230437654579,0.3406922841453957,0.1466944300793193,0.2606487200194611,0.1473628459896275,0.1377331641233701,0.2961457471389102,0.3259823234449148,0.4092565604204183,0.2316947046576222,0.3409884247123754,0.4051336536469052,2,Fibroblast
91,0.2642157871782706,0.3157277126953148,0.2357084008984984,0.3119939160231104,0.2752445997382428,0.2091912152852707,0.2353007095753492,0.26925728181457,0.3052805639969722,0.2122491002407463,0.2165506990964693,0.1943699205856584,0.2166833945222094,0.3003065095126451,0.177162722875583,0.2460421878322245,0.1701808273373124,0.1507738920740881,0.2568919253021352,0.2736475101625648,0.276747949604839,0.152693775062108,0.2272363673453349,0.4806439736440754,9,Endothelial cell
92,0.328023357003371,0.4339005261350206,0.252501219377527,0.335323888559374,0.2973540365481186,0.2477593268282816,0.1473316666242297,0.2466351772245144,0.4015859189454632,0.3082932523188798,0.2547606884836635,0.1942394406335233,0.2084564328604259,0.320544850638605,0.1393677889392996,0.2627126414787915,0.156409243574757,0.2391273443387922,0.2393890748895598,0.2912254088837824,0.2740442009689076,0.1119415459341958,0.2239457389803545,0.255407781073055,4,Memory CD4 T cell
93,0.2884088763828266,0.4335221321088793,0.2280574653424752,0.3212533299863279,0.3335912962346585,0.3124290431794765,0.147257847485274,0.2470902078063747,0.4009626936473372,0.2953959044144824,0.3216626916066376,0.2141326157916414,0.2787282958089693,0.3072158577384432,0.1287181951782462,0.2350300249452353,0.1353265575694364,0.3160645474735253,0.2129391962765657,0.267572958436457,0.2291071382383814,0.1037232725853353,0.2026610118671781,0.2350137538305597,6,Antigen presenting cell
94,0.2178683446705843,0.4108792949671892,0.2044756911622924,0.3209126431396529,0.3777911881771394,0.379607706498157,0.14920979605775,0.2329178555065501,0.3775780097635472,0.240553170119227,0.4236269962077124,0.2468381630066016,0.3616938643636464,0.2939337130179424,0.115584652656341,0.2091321935758815,0.1123857784166485,0.4047243638977301,0.1906903498088617,0.2598516870801742,0.2009727408159138,0.0822695637416768,0.1884465089318988,0.2288254743072993,8,Macrophage
95,0.2024390638714999,0.4062124429958063,0.1951124517075569,0.3156927608365886,0.3889112344824361,0.3940490424308097,0.1498060552114853,0.2242963678786938,0.3658246673543905,0.2242300157159361,0.4580818333428283,0.2595842585103081,0.3916466137810716,0.2892299379950518,0.1143259598336221,0.2041780100973487,0.1073660049800609,0.4196222496672142,0.1878359904372273,0.2578078390212904,0.1973737826550231,0.0789522044327395,0.1884467284792033,0.2197420349989534,8,Macrophage
